Ano e mês,id,Bairro/Rua,Data,Clima,Horário de Avaliação do Ponto,Périodo do dia,Direção,horas,minutos,ignora 1,ignora 2,ignora 3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2045 - 2100,Evening (19:00-22:00),Westbound,20,45,3,0,3
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2100 - 2115,Evening (19:00-22:00),Westbound,21,0,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2115 - 2130,Evening (19:00-22:00),Westbound,21,15,5,0,5
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2130 - 2145,Evening (19:00-22:00),Westbound,21,30,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Square,"ter., 27/03/18",Dry,2145 - 2200,Evening (19:00-22:00),Westbound,21,45,2,0,2
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0600 - 0615,Early Morning (06:00-07:00),Eastbound,6,0,4,0,4
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0615 - 0630,Early Morning (06:00-07:00),Eastbound,6,15,3,1,4
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0630 - 0645,Early Morning (06:00-07:00),Eastbound,6,30,4,0,4
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0645 - 0700,Early Morning (06:00-07:00),Eastbound,6,45,7,2,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0700 - 0715,AM peak (07:00-10:00),Eastbound,7,0,14,0,14
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0715 - 0730,AM peak (07:00-10:00),Eastbound,7,15,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0730 - 0745,AM peak (07:00-10:00),Eastbound,7,30,10,1,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0745 - 0800,AM peak (07:00-10:00),Eastbound,7,45,17,3,20
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0800 - 0815,AM peak (07:00-10:00),Eastbound,8,0,14,2,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0815 - 0830,AM peak (07:00-10:00),Eastbound,8,15,15,5,20
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0830 - 0845,AM peak (07:00-10:00),Eastbound,8,30,30,2,32
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0845 - 0900,AM peak (07:00-10:00),Eastbound,8,45,22,1,23
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0900 - 0915,AM peak (07:00-10:00),Eastbound,9,0,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0915 - 0930,AM peak (07:00-10:00),Eastbound,9,15,8,0,8
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0930 - 0945,AM peak (07:00-10:00),Eastbound,9,30,6,4,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0945 - 1000,AM peak (07:00-10:00),Eastbound,9,45,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1000 - 1015,Inter-peak (10:00-16:00),Eastbound,10,0,4,2,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1015 - 1030,Inter-peak (10:00-16:00),Eastbound,10,15,4,2,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1030 - 1045,Inter-peak (10:00-16:00),Eastbound,10,30,1,0,1
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1045 - 1100,Inter-peak (10:00-16:00),Eastbound,10,45,1,0,1
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1100 - 1115,Inter-peak (10:00-16:00),Eastbound,11,0,4,0,4
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1115 - 1130,Inter-peak (10:00-16:00),Eastbound,11,15,4,2,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1130 - 1145,Inter-peak (10:00-16:00),Eastbound,11,30,9,4,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1145 - 1200,Inter-peak (10:00-16:00),Eastbound,11,45,7,0,7
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1200 - 1215,Inter-peak (10:00-16:00),Eastbound,12,0,4,1,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1215 - 1230,Inter-peak (10:00-16:00),Eastbound,12,15,4,1,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1230 - 1245,Inter-peak (10:00-16:00),Eastbound,12,30,8,1,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1245 - 1300,Inter-peak (10:00-16:00),Eastbound,12,45,10,2,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1300 - 1315,Inter-peak (10:00-16:00),Eastbound,13,0,8,0,8
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1315 - 1330,Inter-peak (10:00-16:00),Eastbound,13,15,5,2,7
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1330 - 1345,Inter-peak (10:00-16:00),Eastbound,13,30,6,2,8
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1345 - 1400,Inter-peak (10:00-16:00),Eastbound,13,45,2,1,3
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1400 - 1415,Inter-peak (10:00-16:00),Eastbound,14,0,9,1,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1415 - 1430,Inter-peak (10:00-16:00),Eastbound,14,15,8,2,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1430 - 1445,Inter-peak (10:00-16:00),Eastbound,14,30,7,2,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1445 - 1500,Inter-peak (10:00-16:00),Eastbound,14,45,8,1,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1500 - 1515,Inter-peak (10:00-16:00),Eastbound,15,0,11,1,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1515 - 1530,Inter-peak (10:00-16:00),Eastbound,15,15,10,0,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1530 - 1545,Inter-peak (10:00-16:00),Eastbound,15,30,7,2,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1545 - 1600,Inter-peak (10:00-16:00),Eastbound,15,45,15,2,17
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1600 - 1615,PM peak (16:00-19:00),Eastbound,16,0,8,5,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1615 - 1630,PM peak (16:00-19:00),Eastbound,16,15,10,3,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1630 - 1645,PM peak (16:00-19:00),Eastbound,16,30,19,1,20
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1645 - 1700,PM peak (16:00-19:00),Eastbound,16,45,15,5,20
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1700 - 1715,PM peak (16:00-19:00),Eastbound,17,0,27,8,35
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1715 - 1730,PM peak (16:00-19:00),Eastbound,17,15,25,1,26
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1730 - 1745,PM peak (16:00-19:00),Eastbound,17,30,33,4,37
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1745 - 1800,PM peak (16:00-19:00),Eastbound,17,45,30,5,35
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1800 - 1815,PM peak (16:00-19:00),Eastbound,18,0,35,3,38
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1815 - 1830,PM peak (16:00-19:00),Eastbound,18,15,40,4,44
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1830 - 1845,PM peak (16:00-19:00),Eastbound,18,30,26,4,30
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1845 - 1900,PM peak (16:00-19:00),Eastbound,18,45,27,5,32
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1900 - 1915,Evening (19:00-22:00),Eastbound,19,0,25,1,26
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1915 - 1930,Evening (19:00-22:00),Eastbound,19,15,22,3,25
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1930 - 1945,Evening (19:00-22:00),Eastbound,19,30,21,2,23
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1945 - 2000,Evening (19:00-22:00),Eastbound,19,45,20,2,22
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2000 - 2015,Evening (19:00-22:00),Eastbound,20,0,14,1,15
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2015 - 2030,Evening (19:00-22:00),Eastbound,20,15,20,2,22
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2030 - 2045,Evening (19:00-22:00),Eastbound,20,30,11,1,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2045 - 2100,Evening (19:00-22:00),Eastbound,20,45,10,3,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2100 - 2115,Evening (19:00-22:00),Eastbound,21,0,11,0,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2115 - 2130,Evening (19:00-22:00),Eastbound,21,15,6,0,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2130 - 2145,Evening (19:00-22:00),Eastbound,21,30,9,1,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2145 - 2200,Evening (19:00-22:00),Eastbound,21,45,4,0,4
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0600 - 0615,Early Morning (06:00-07:00),Westbound,6,0,2,1,3
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0615 - 0630,Early Morning (06:00-07:00),Westbound,6,15,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0630 - 0645,Early Morning (06:00-07:00),Westbound,6,30,18,1,19
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0645 - 0700,Early Morning (06:00-07:00),Westbound,6,45,14,3,17
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0700 - 0715,AM peak (07:00-10:00),Westbound,7,0,21,2,23
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0715 - 0730,AM peak (07:00-10:00),Westbound,7,15,16,1,17
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0730 - 0745,AM peak (07:00-10:00),Westbound,7,30,15,1,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0745 - 0800,AM peak (07:00-10:00),Westbound,7,45,32,4,36
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0800 - 0815,AM peak (07:00-10:00),Westbound,8,0,34,4,38
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0815 - 0830,AM peak (07:00-10:00),Westbound,8,15,40,2,42
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0830 - 0845,AM peak (07:00-10:00),Westbound,8,30,41,6,47
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0845 - 0900,AM peak (07:00-10:00),Westbound,8,45,40,7,47
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0900 - 0915,AM peak (07:00-10:00),Westbound,9,0,50,4,54
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0915 - 0930,AM peak (07:00-10:00),Westbound,9,15,24,4,28
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0930 - 0945,AM peak (07:00-10:00),Westbound,9,30,25,5,30
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,0945 - 1000,AM peak (07:00-10:00),Westbound,9,45,32,4,36
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1000 - 1015,Inter-peak (10:00-16:00),Westbound,10,0,7,4,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1015 - 1030,Inter-peak (10:00-16:00),Westbound,10,15,9,1,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1030 - 1045,Inter-peak (10:00-16:00),Westbound,10,30,6,4,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1045 - 1100,Inter-peak (10:00-16:00),Westbound,10,45,9,1,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1100 - 1115,Inter-peak (10:00-16:00),Westbound,11,0,16,3,19
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1115 - 1130,Inter-peak (10:00-16:00),Westbound,11,15,10,2,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1130 - 1145,Inter-peak (10:00-16:00),Westbound,11,30,14,1,15
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1145 - 1200,Inter-peak (10:00-16:00),Westbound,11,45,14,1,15
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1200 - 1215,Inter-peak (10:00-16:00),Westbound,12,0,12,1,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1215 - 1230,Inter-peak (10:00-16:00),Westbound,12,15,4,5,9
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1230 - 1245,Inter-peak (10:00-16:00),Westbound,12,30,10,0,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1245 - 1300,Inter-peak (10:00-16:00),Westbound,12,45,11,5,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1300 - 1315,Inter-peak (10:00-16:00),Westbound,13,0,3,3,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1315 - 1330,Inter-peak (10:00-16:00),Westbound,13,15,8,3,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1330 - 1345,Inter-peak (10:00-16:00),Westbound,13,30,6,1,7
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1345 - 1400,Inter-peak (10:00-16:00),Westbound,13,45,10,1,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1400 - 1415,Inter-peak (10:00-16:00),Westbound,14,0,7,5,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1415 - 1430,Inter-peak (10:00-16:00),Westbound,14,15,10,0,10
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1430 - 1445,Inter-peak (10:00-16:00),Westbound,14,30,5,3,8
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1445 - 1500,Inter-peak (10:00-16:00),Westbound,14,45,13,1,14
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1500 - 1515,Inter-peak (10:00-16:00),Westbound,15,0,7,0,7
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1515 - 1530,Inter-peak (10:00-16:00),Westbound,15,15,8,4,12
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1530 - 1545,Inter-peak (10:00-16:00),Westbound,15,30,11,10,21
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1545 - 1600,Inter-peak (10:00-16:00),Westbound,15,45,9,2,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1600 - 1615,PM peak (16:00-19:00),Westbound,16,0,5,2,7
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1615 - 1630,PM peak (16:00-19:00),Westbound,16,15,13,3,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1630 - 1645,PM peak (16:00-19:00),Westbound,16,30,7,4,11
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1645 - 1700,PM peak (16:00-19:00),Westbound,16,45,13,2,15
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1700 - 1715,PM peak (16:00-19:00),Westbound,17,0,21,5,26
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1715 - 1730,PM peak (16:00-19:00),Westbound,17,15,24,3,27
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"sex., 26/01/18",Dry,1730 - 1745,PM peak (16:00-19:00),Westbound,17,30,19,7,26
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1745 - 1800,PM peak (16:00-19:00),Westbound,17,45,27,1,28
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1800 - 1815,PM peak (16:00-19:00),Westbound,18,0,28,10,38
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1815 - 1830,PM peak (16:00-19:00),Westbound,18,15,28,9,37
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1830 - 1845,PM peak (16:00-19:00),Westbound,18,30,27,2,29
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1845 - 1900,PM peak (16:00-19:00),Westbound,18,45,19,1,20
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1900 - 1915,Evening (19:00-22:00),Westbound,19,0,15,1,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1915 - 1930,Evening (19:00-22:00),Westbound,19,15,16,0,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1930 - 1945,Evening (19:00-22:00),Westbound,19,30,13,0,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,1945 - 2000,Evening (19:00-22:00),Westbound,19,45,8,0,8
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2000 - 2015,Evening (19:00-22:00),Westbound,20,0,14,2,16
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2015 - 2030,Evening (19:00-22:00),Westbound,20,15,11,2,13
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2030 - 2045,Evening (19:00-22:00),Westbound,20,30,5,1,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2045 - 2100,Evening (19:00-22:00),Westbound,20,45,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2100 - 2115,Evening (19:00-22:00),Westbound,21,0,5,1,6
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2115 - 2130,Evening (19:00-22:00),Westbound,21,15,5,0,5
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2130 - 2145,Evening (19:00-22:00),Westbound,21,30,3,0,3
2018 Q1 (January-March),2017-18 Q4,Fleet Street,"qui., 25/01/18",Dry,2145 - 2200,Evening (19:00-22:00),Westbound,21,45,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0600 - 0615,Early Morning (06:00-07:00),Northbound,6,0,3,0,3
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0615 - 0630,Early Morning (06:00-07:00),Northbound,6,15,1,0,1
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0630 - 0645,Early Morning (06:00-07:00),Northbound,6,30,3,0,3
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0645 - 0700,Early Morning (06:00-07:00),Northbound,6,45,3,1,4
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0700 - 0715,AM peak (07:00-10:00),Northbound,7,0,8,0,8
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0715 - 0730,AM peak (07:00-10:00),Northbound,7,15,11,2,13
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0730 - 0745,AM peak (07:00-10:00),Northbound,7,30,20,0,20
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0745 - 0800,AM peak (07:00-10:00),Northbound,7,45,38,0,38
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0800 - 0815,AM peak (07:00-10:00),Northbound,8,0,39,1,40
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0815 - 0830,AM peak (07:00-10:00),Northbound,8,15,42,2,44
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0830 - 0845,AM peak (07:00-10:00),Northbound,8,30,70,4,74
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0845 - 0900,AM peak (07:00-10:00),Northbound,8,45,59,4,63
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0900 - 0915,AM peak (07:00-10:00),Northbound,9,0,40,3,43
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0915 - 0930,AM peak (07:00-10:00),Northbound,9,15,37,2,39
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0930 - 0945,AM peak (07:00-10:00),Northbound,9,30,26,1,27
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,0945 - 1000,AM peak (07:00-10:00),Northbound,9,45,17,0,17
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1000 - 1015,Inter-peak (10:00-16:00),Northbound,10,0,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1015 - 1030,Inter-peak (10:00-16:00),Northbound,10,15,10,0,10
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1030 - 1045,Inter-peak (10:00-16:00),Northbound,10,30,6,0,6
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1045 - 1100,Inter-peak (10:00-16:00),Northbound,10,45,11,1,12
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1100 - 1115,Inter-peak (10:00-16:00),Northbound,11,0,16,1,17
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1115 - 1130,Inter-peak (10:00-16:00),Northbound,11,15,9,1,10
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1130 - 1145,Inter-peak (10:00-16:00),Northbound,11,30,9,3,12
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1145 - 1200,Inter-peak (10:00-16:00),Northbound,11,45,19,0,19
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1200 - 1215,Inter-peak (10:00-16:00),Northbound,12,0,8,2,10
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1215 - 1230,Inter-peak (10:00-16:00),Northbound,12,15,10,1,11
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1230 - 1245,Inter-peak (10:00-16:00),Northbound,12,30,5,1,6
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1245 - 1300,Inter-peak (10:00-16:00),Northbound,12,45,6,2,8
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1300 - 1315,Inter-peak (10:00-16:00),Northbound,13,0,6,1,7
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1315 - 1330,Inter-peak (10:00-16:00),Northbound,13,15,6,0,6
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1330 - 1345,Inter-peak (10:00-16:00),Northbound,13,30,7,0,7
2018 Q1 (January-March),2017-18 Q4,Regent Street,"ter., 20/02/18",Dry,1345 - 1400,Inter-peak (10:00-16:00),Northbound,13,45,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1400 - 1415,Inter-peak (10:00-16:00),Northbound,14,0,3,3,6
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1415 - 1430,Inter-peak (10:00-16:00),Northbound,14,15,6,0,6
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1430 - 1445,Inter-peak (10:00-16:00),Northbound,14,30,4,0,4
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1445 - 1500,Inter-peak (10:00-16:00),Northbound,14,45,11,0,11
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1500 - 1515,Inter-peak (10:00-16:00),Northbound,15,0,4,1,5
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1515 - 1530,Inter-peak (10:00-16:00),Northbound,15,15,2,1,3
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1530 - 1545,Inter-peak (10:00-16:00),Northbound,15,30,3,2,5
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1545 - 1600,Inter-peak (10:00-16:00),Northbound,15,45,2,0,2
2018 Q1 (January-March),2017-18 Q4,Regent Street,"seg., 19/02/18",Dry,1600 - 1615,PM peak (16:00-19:00),Northbound,16,0,12,1,13
